Date and Time,LeftMotorSpeed,RightMotorSpeed
20170128_095457558
20170128_095458109
20170128_095458656
20170128_095459215
20170128_095459764
20170128_095500293
20170128_095500831
20170128_095501375
20170128_095501906
20170128_095502454
20170128_095503004
20170128_095503551
20170128_095504081
20170128_095504635
20170128_095505174
20170128_095505721
20170128_095506279
20170128_095506827
20170128_095507381
20170128_095507908
20170128_095508445
20170128_095508994
20170128_095509537
20170128_095510077
20170128_095510623
20170128_095511169
20170128_095511715
20170128_095512253
20170128_095512782
20170128_095513322
20170128_095513868
20170128_095514399
20170128_095514922
20170128_095515443
20170128_095515963
20170128_095516485
20170128_095517017
20170128_095517564
20170128_095518110
20170128_095518672
20170128_095519224
20170128_095519763
20170128_095520318
20170128_095520850
20170128_095521384
20170128_095521931
20170128_095522479
20170128_095523025
20170128_095523561
20170128_095524090
20170128_095524613
20170128_095525136
20170128_095525683
20170128_095526204
20170128_095526733
20170128_095527283
20170128_095527839
20170128_095528386
20170128_095528927
20170128_095529472
20170128_095530013
20170128_095530562
20170128_095531104
20170128_095531651
20170128_095532183
20170128_095532714
20170128_095533251
20170128_095533787
20170128_095534325
20170128_095534853
20170128_095535384
20170128_095535917
20170128_095536445
20170128_095536979
20170128_095537510
20170128_095538041
20170128_095538570
20170128_095539103
